大科目类别,子科目名称,题目类型,题目编号,题目文本,题目答案的汉字长度,题目prompt
数学计算,高中数学,计算求解,130,计算\lg 2 \bullet \lg 50+\lg 5 \bullet \lg 20-2 \lg 5 \bullet \lg 2,295,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
计算\lg 2 \bullet \lg 50+\lg 5 \bullet \lg 20-2 \lg 5 \bullet \lg 2"
数学计算,高中数学,计算求解,131,计算\log _{2} 6 \cdot \lg \frac{1}{8}+\lg \frac{27}{125},319,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
计算\log _{2} 6 \cdot \lg \frac{1}{8}+\lg \frac{27}{125}"
数学计算,高中数学,计算求解,132,计算\left(\log _{2} 5+\log _{4} 0.2\right) \cdot\left(\log _{5} 2+\log _{25} 0.5\right),407,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
计算\left(\log _{2} 5+\log _{4} 0.2\right) \cdot\left(\log _{5} 2+\log _{25} 0.5\right)"
数学计算,高中数学,计算求解,133,计算3 \log _{3} \frac{3}{2}-\log _{3} \frac{7}{4}+\frac{1}{2} \log _{3} 4+\log _{3} \sqrt{49},391,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
计算3 \log _{3} \frac{3}{2}-\log _{3} \frac{7}{4}+\frac{1}{2} \log _{3} 4+\log _{3} \sqrt{49}"
数学计算,高中数学,计算求解,134,化简\frac{\sqrt{5}+\sqrt{7}}{\sqrt{10}+\sqrt{14}+\sqrt{15}+\sqrt{21}},442,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
化简\frac{\sqrt{5}+\sqrt{7}}{\sqrt{10}+\sqrt{14}+\sqrt{15}+\sqrt{21}}"
数学计算,高中数学,计算求解,135,化简\frac{1+\sqrt{42}-\sqrt{35}}{\sqrt{5}+\sqrt{6}+\sqrt{7}},436,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
化简\frac{1+\sqrt{42}-\sqrt{35}}{\sqrt{5}+\sqrt{6}+\sqrt{7}}"
数学计算,高中数学,计算求解,136,化简\frac{1+\sqrt{2}-\sqrt{3}}{\sqrt{2}+\sqrt{3}-1},887,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
化简\frac{1+\sqrt{2}-\sqrt{3}}{\sqrt{2}+\sqrt{3}-1}"
数学计算,高中数学,计算求解,137,化简\frac{\sqrt{2}-\sqrt{3}}{2 \sqrt{3}-3 \sqrt{2}},304,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
化简\frac{\sqrt{2}-\sqrt{3}}{2 \sqrt{3}-3 \sqrt{2}}"
数学计算,高中数学,计算求解,138,化简\frac{\sqrt{2+\sqrt{3}}+\sqrt{2-\sqrt{3}}}{\sqrt{3+\sqrt{5}}+\sqrt{3-\sqrt{5}}},879,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
化简\frac{\sqrt{2+\sqrt{3}}+\sqrt{2-\sqrt{3}}}{\sqrt{3+\sqrt{5}}+\sqrt{3-\sqrt{5}}}"
数学计算,高中数学,计算求解,139,化简\frac{2+2 \sqrt{7}+\sqrt{10}}{7+\sqrt{70}+2 \sqrt{10}+2 \sqrt{7}}+\frac{4+2 \sqrt{13}+\sqrt{10}}{4 \sqrt{13}+\sqrt{130}+4 \sqrt{10}+13},1460,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
化简\frac{2+2 \sqrt{7}+\sqrt{10}}{7+\sqrt{70}+2 \sqrt{10}+2 \sqrt{7}}+\frac{4+2 \sqrt{13}+\sqrt{10}}{4 \sqrt{13}+\sqrt{130}+4 \sqrt{10}+13}"
数学计算,高中数学,计算求解,140,化简\frac{1}{1+\sqrt{3}}+\frac{1}{\sqrt{3}+\sqrt{5}}+\frac{1}{\sqrt{5}+\sqrt{7}}+\cdots+\frac{1}{\sqrt{999}+\sqrt{1001}},482,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
化简\frac{1}{1+\sqrt{3}}+\frac{1}{\sqrt{3}+\sqrt{5}}+\frac{1}{\sqrt{5}+\sqrt{7}}+\cdots+\frac{1}{\sqrt{999}+\sqrt{1001}}"
数学计算,高中数学,计算求解,141,"已知: \log _{30} 3=a, \log _{30} 5=b, 求 \log _{30} 8",363,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
已知: \log _{30} 3=a, \log _{30} 5=b, 求 \log _{30} 8"
数学计算,高中数学,计算求解,142,求 \sin ^{4} 10^{\circ}+\sin ^{4} 50^{\circ}+\sin ^{4} 70 的值,1397,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
求 \sin ^{4} 10^{\circ}+\sin ^{4} 50^{\circ}+\sin ^{4} 70 的值"
数学计算,高中数学,计算求解,143,求值\sin ^{2} 130^{\circ}+\sin 70^{\circ} \cdot \cos 80^{\circ},690,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
求值\sin ^{2} 130^{\circ}+\sin 70^{\circ} \cdot \cos 80^{\circ}"
数学计算,高中数学,计算求解,144,"设 a+b=1, a^{2}+b^{2}=2, 求 a^{7}+b^{7} 的值",429,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
设 a+b=1, a^{2}+b^{2}=2, 求 a^{7}+b^{7} 的值"
数学计算,高中数学,计算求解,145,计算\log _{2} \sqrt{2 \sqrt{2}}=,42,"以下是高中数学科目的问题，请使用latex语法给出解题过程，并在解题过程的最后换行，在最后一行以“最终答案：”开头，根据不同的题目类型按照latex语法给出数值、表达式、导数、积分、方程的根。导数根据题目表述采用latex语法按照y'或者f'(x)表示。如果方程的一个未知数有多个解，答案采用形如“x=1或x=-3”的方式表示。如果方程有多个未知数，答案采用形如“x=1,y=-3,z=5”的方式表示，用英文逗号分隔。以下为需要解答的题目：
计算\log _{2} \sqrt{2 \sqrt{2}}="
